accountAgeDays,numItems,localTime,paymentMethod,paymentMethodAgeDays,Category,isWeekend,label
221,1,5.040929,creditcard,0.026388889,shopping,1,0
2000,1,4.895263,creditcard,395.4611111,electronics,0,0
597,1,3.575983,creditcard,0,food,1,0
68,1,3.483951,creditcard,0,shopping,0,0
1614,1,4.742303,creditcard,0.000694444,electronics,0,0
2000,1,4.057414,creditcard,0,food,0,0
121,1,4.921318,creditcard,120.0736111,shopping,0,0
2000,1,5.034622,paypal,0,electronics,1,0
1562,1,5.017904,creditcard,580.1548611,food,0,0
160,1,4.886641,paypal,0,shopping,1,0
2,1,4.742303,creditcard,0,electronics,1,0
995,1,4.742303,creditcard,115.6013889,food,1,0
231,1,4.921349,creditcard,0,shopping,0,0
2,1,4.742303,creditcard,1.459027778,electronics,0,0
1710,1,4.748314,creditcard,1709.047222,food,1,0
2000,1,4.962055,creditcard,128.4972222,shopping,1,0
640,1,4.886641,creditcard,0.002083333,electronics,0,0
1831,1,4.921349,paypal,0.000694444,food,1,0
2000,1,4.895263,creditcard,1.05625,shopping,1,0
1963,1,4.505662,creditcard,1398.347222,electronics,1,0
4,1,4.965339,paypal,3.0375,food,0,0
1143,1,5.034622,paypal,81.025,shopping,0,0
2000,1,4.745402,creditcard,0,electronics,0,0
516,1,4.921318,creditcard,495.3034722,food,1,0
135,1,5.040929,paypal,134.5159722,shopping,0,0
74,2,4.876771,creditcard,0.000694444,electronics,0,0
1222,1,4.962055,creditcard,114.1277778,food,0,0
8,1,3.954522,creditcard,7.390972222,shopping,0,0
1980,1,4.748314,creditcard,0.001388889,electronics,1,0
2000,1,4.886641,creditcard,630.5236111,food,0,0
3,1,3.483951,paypal,0,shopping,1,0
4,1,4.742303,creditcard,0,electronics,1,0
223,1,4.52458,creditcard,222.3048611,food,1,0
6,1,4.461622,creditcard,0.040972222,shopping,0,0
1170,1,4.876771,creditcard,0,electronics,0,0
1056,1,5.017904,creditcard,150.9833333,food,0,0
43,1,4.895263,creditcard,0,shopping,0,0
1139,1,4.921349,paypal,0.001388889,electronics,0,0
40,1,4.836982,creditcard,0,food,1,0
2,1,5.017904,creditcard,1.270833333,shopping,1,0
2000,1,4.921318,creditcard,3.402777778,electronics,1,0
203,1,4.962055,creditcard,0.004166667,food,0,0
2000,1,5.034622,creditcard,0,shopping,0,0
2000,1,4.057414,creditcard,663.3472222,electronics,1,0
907,1,4.505662,paypal,0.008333333,food,1,0
255,1,4.748314,paypal,20.80625,shopping,1,0
2,1,4.461622,creditcard,1.570833333,electronics,1,0
262,1,5.034622,creditcard,261.1083333,food,1,0
2000,1,4.505662,paypal,0,shopping,0,0
1639,1,5.034622,creditcard,28.82777778,electronics,1,0
12,1,4.745402,creditcard,0,food,1,0
1,1,4.921318,creditcard,0,shopping,,1
601,1,4.742303,paypal,0.004166667,electronics,0,0
170,1,4.965339,creditcard,0,food,0,0
45,1,4.921318,creditcard,44.95347222,shopping,0,0
995,1,3.954522,creditcard,0,electronics,0,0
961,1,4.745402,paypal,0,food,1,0
196,1,4.876771,paypal,0.000694444,shopping,1,0
1488,1,3.954522,creditcard,701.5305556,electronics,0,0
103,1,4.748314,paypal,102.9527778,food,0,0
173,1,4.742303,creditcard,0,shopping,0,0
2000,1,4.962055,creditcard,0.003472222,electronics,1,0
2000,1,3.575983,storecredit,0.086805556,food,1,0
1884,1,4.748314,creditcard,0,shopping,0,0
452,1,4.876771,creditcard,0,electronics,0,0
551,1,4.921349,creditcard,0,food,1,0
7,1,4.921318,paypal,6.079861111,shopping,0,0
1421,1,4.876771,creditcard,0,electronics,0,0
2000,1,5.017904,storecredit,0,food,1,0
76,1,4.461622,creditcard,75.86527778,shopping,1,0
2000,1,4.745402,creditcard,0.003472222,electronics,0,0
2000,1,4.461622,creditcard,434.0263889,food,0,0
25,1,4.962055,paypal,24.06527778,shopping,1,0
88,1,4.876771,creditcard,0,electronics,0,0
151,1,4.461622,creditcard,0,food,0,0
1901,1,4.836982,creditcard,0,shopping,0,0
856,1,4.461622,creditcard,0.002777778,electronics,1,0
2000,1,4.921349,creditcard,150.8055556,food,0,0
151,1,4.52458,creditcard,150.1520833,shopping,0,0
2,1,4.742303,creditcard,1.445138889,electronics,0,0
1284,1,4.965339,creditcard,245.3097222,food,0,0
168,1,4.745402,creditcard,66.78680556,shopping,0,0
883,1,4.52458,creditcard,0,electronics,0,0
39,1,4.52458,paypal,38.22847222,food,1,0
1749,1,4.921318,creditcard,0,shopping,1,0
482,1,4.748314,creditcard,0,electronics,1,0
2000,1,4.921349,paypal,0.003472222,food,0,0
442,1,4.742303,creditcard,179.5840278,shopping,1,0
867,1,4.836982,creditcard,3.867361111,electronics,0,0
14,1,5.034622,creditcard,13.45902778,food,0,0
1300,1,4.745402,paypal,103.4361111,shopping,1,0
2000,1,4.742303,creditcard,0.000694444,electronics,0,0
1519,1,5.034622,creditcard,459.1395833,food,1,0
469,1,4.921318,creditcard,148.8916667,electronics,0,0
13,1,4.886641,creditcard,12.97847222,food,0,0
5,1,4.921318,creditcard,4.302777778,shopping,0,0
1309,1,3.954522,creditcard,0.000694444,electronics,1,0
31,1,4.962055,paypal,30.7125,food,1,0
2000,1,4.886641,creditcard,0.000694444,shopping,0,0
17,2,4.461622,creditcard,0,electronics,1,0
475,1,4.921349,creditcard,0,food,1,0
31,1,4.921349,creditcard,30.07361111,shopping,0,0
1,1,5.034622,paypal,0.002083333,electronics,,1
2,1,4.748314,creditcard,1.626388889,food,0,0
47,1,4.965339,creditcard,0.001388889,shopping,0,0
14,1,3.483951,creditcard,13.54583333,electronics,0,0
122,1,4.962055,paypal,76.56041667,food,0,0
1764,1,4.921349,creditcard,0.002083333,shopping,1,0
2000,1,5.017904,creditcard,0,electronics,1,0
2000,1,4.748314,creditcard,440.8555556,food,0,0
578,1,4.52458,creditcard,577.3208333,shopping,1,0
2000,1,2.596228,creditcard,1.349305556,electronics,1,0
2000,1,5.034622,paypal,1324.076389,food,0,0
1321,1,4.921318,creditcard,760.8222222,shopping,0,0
136,1,4.52458,creditcard,135.4951389,electronics,1,0
3,1,4.057414,creditcard,2.160416667,food,1,0
18,1,4.921318,paypal,0.007638889,shopping,1,0
2000,1,4.52458,creditcard,307.0833333,electronics,1,0
6,1,4.921349,paypal,0.000694444,food,0,0
413,1,4.962055,creditcard,0.020138889,shopping,1,0
1634,1,4.836982,storecredit,0,electronics,1,0
100,1,4.52458,creditcard,99.07916667,food,1,0
61,1,4.921349,creditcard,0,shopping,1,0
2000,2,4.057414,creditcard,38.35694444,electronics,0,0
2000,1,4.962055,creditcard,605.9618056,food,1,0
963,1,5.034622,storecredit,191.1569444,shopping,0,0
517,1,4.921318,creditcard,0,electronics,1,0
2,1,4.876771,creditcard,1.645138889,food,0,0
773,1,5.040929,paypal,16.33541667,shopping,0,0
3,1,4.745402,creditcard,2.570833333,electronics,1,0
36,1,4.748314,creditcard,0,food,1,0
2000,1,4.921318,creditcard,751.2375,shopping,0,0
62,1,4.057414,paypal,38.14236111,electronics,0,0
625,1,4.886641,storecredit,0,food,0,0
1670,1,3.575983,storecredit,0.014583333,shopping,0,0
5,1,4.748314,creditcard,4.022222222,electronics,1,0
2,1,4.921349,creditcard,0,food,0,0
12,1,4.836982,creditcard,0,shopping,0,0
2000,1,4.886641,creditcard,920.5201389,electronics,1,0
240,1,3.954522,paypal,0.002777778,food,0,0
29,1,4.921349,creditcard,0,shopping,1,0
3,1,4.962055,creditcard,0,electronics,1,0
113,1,4.742303,creditcard,0.000694444,food,1,0
1927,1,4.876771,paypal,0,shopping,1,0
332,1,4.745402,creditcard,331.3972222,electronics,0,0
2000,1,4.745402,creditcard,78.92986111,food,1,0
59,1,4.742303,creditcard,0.000694444,shopping,0,0
822,1,4.748314,paypal,0,electronics,0,0
2000,1,5.034622,creditcard,0,food,0,0
1598,1,4.965339,storecredit,0,shopping,0,0
117,1,4.52458,creditcard,116.1236111,electronics,0,0
1212,1,5.040929,creditcard,0.001388889,food,0,0
580,5,4.895263,creditcard,91.68888889,shopping,1,0
1991,1,4.876771,creditcard,0.204861111,electronics,1,0
979,1,4.962055,paypal,0,food,0,0
20,1,4.52458,creditcard,0.001388889,shopping,0,0
677,1,5.017904,creditcard,0.123611111,electronics,0,0
1109,1,5.040929,paypal,0.079861111,food,0,0
1926,1,5.040929,creditcard,66.28125,shopping,0,0
4,1,2.94894,creditcard,0.047222222,electronics,0,0
39,2,4.748314,creditcard,0.000694444,food,1,0
14,1,4.505662,creditcard,1.355555556,shopping,1,0
1577,1,4.505662,creditcard,14.32222222,electronics,1,0
44,1,4.52458,creditcard,43.89861111,food,1,0
32,1,4.962055,creditcard,0.020833333,shopping,1,0
274,1,5.017904,creditcard,0.000694444,electronics,1,0
32,2,4.886641,creditcard,0.000694444,food,1,0
241,1,5.040929,storecredit,0,shopping,1,0
2000,1,4.876771,paypal,560.2930556,electronics,1,0
14,2,4.921349,creditcard,13.89305556,food,1,0
2000,1,4.921349,creditcard,0,shopping,0,0
27,2,4.742303,creditcard,24.88472222,electronics,1,0
16,1,4.836982,paypal,0,food,0,0
1286,1,4.748314,creditcard,927.0909722,shopping,0,0
8,1,4.962055,creditcard,0,electronics,1,0
9,1,4.921318,paypal,0,food,0,0
2000,1,5.017904,creditcard,0,shopping,0,0
266,1,5.034622,creditcard,0,electronics,1,0
2,2,4.52458,creditcard,1.765277778,food,0,0
2000,1,4.965339,storecredit,0.618055556,shopping,0,0
430,1,4.505662,creditcard,0.009722222,electronics,0,0
114,1,4.876771,creditcard,113.0333333,food,1,0
1392,1,4.886641,storecredit,0.000694444,shopping,0,0
2000,1,4.461622,creditcard,984.1298611,electronics,1,0
25,1,4.895263,storecredit,0,food,0,0
471,1,4.886641,creditcard,20.77430556,shopping,0,0
144,1,4.836982,paypal,0,electronics,0,0
266,1,5.017904,paypal,147.9118056,food,1,0
183,1,4.52458,creditcard,182.34375,shopping,1,0
69,1,4.461622,creditcard,0,electronics,0,0
97,1,4.876771,creditcard,0,food,0,0
2,1,4.461622,creditcard,1.679861111,shopping,0,0
166,1,3.575983,creditcard,165.5104167,electronics,1,0
963,1,4.921318,paypal,0,food,0,0
476,1,4.745402,paypal,0,shopping,0,0
2,1,4.965339,creditcard,1.307638889,electronics,1,0
1633,2,4.52458,paypal,1333.021528,food,0,0
210,1,4.52458,creditcard,0.066666667,shopping,0,0
3,1,4.921349,creditcard,0.003472222,electronics,1,0
1725,1,4.962055,creditcard,0.004861111,food,0,0
213,1,5.017904,creditcard,0,shopping,0,0
145,1,4.742303,creditcard,144.2826389,electronics,1,0
2000,1,4.921349,paypal,0.00625,food,0,0
667,1,5.034622,creditcard,666.9180556,shopping,1,0
2000,1,5.017904,creditcard,231.2958333,electronics,0,0
2,1,4.057414,creditcard,0,food,0,0
46,1,4.52458,paypal,45.77291667,shopping,0,0
1164,1,4.921318,creditcard,0.858333333,electronics,1,0
28,1,4.745402,creditcard,27.04027778,food,0,0
2000,1,5.040929,creditcard,279.0041667,electronics,0,0
2000,1,4.748314,creditcard,155.8784722,food,1,0
573,1,4.965339,paypal,0,shopping,0,0
79,1,4.962055,creditcard,71.36319444,electronics,0,0
127,1,4.52458,creditcard,126.8291667,food,0,0
244,2,4.836982,creditcard,50.02569444,shopping,0,0
1324,1,4.921318,creditcard,0,electronics,1,0
2000,1,5.040929,storecredit,0.009027778,food,1,0
219,1,4.52458,paypal,18.275,shopping,1,0
1486,2,4.876771,creditcard,230.7597222,electronics,1,0
125,1,4.505662,creditcard,22.56458333,food,0,0
57,3,4.836982,paypal,56.12777778,shopping,1,0
921,1,4.886641,paypal,1.507638889,electronics,0,0
2000,1,4.057414,creditcard,0.005555556,food,1,0
660,1,4.876771,creditcard,0.003472222,shopping,0,0
1999,1,4.748314,creditcard,0.622222222,electronics,1,0
534,1,3.483951,paypal,0,food,0,0
77,1,4.742303,paypal,0,shopping,1,0
319,1,4.836982,creditcard,0,electronics,1,0
459,1,4.886641,creditcard,0,food,0,0
933,1,4.836982,paypal,0.004861111,shopping,0,0
804,1,4.895263,paypal,0,electronics,0,0
2000,1,5.040929,paypal,1.111111111,food,1,0
218,1,4.876771,paypal,217.7625,shopping,1,0
118,1,4.745402,creditcard,117.9576389,electronics,0,0
1133,1,4.876771,creditcard,1.099305556,food,1,0
2000,1,4.886641,paypal,0,shopping,1,0
927,1,4.836982,creditcard,0,electronics,0,0
1820,1,5.040929,creditcard,0.000694444,food,0,0
120,1,5.017904,paypal,0,shopping,1,0
2000,1,5.034622,creditcard,6.927083333,electronics,0,0
231,1,4.921349,creditcard,0,food,0,0
2000,1,5.040929,creditcard,0,shopping,0,0
1434,1,5.040929,paypal,0.060416667,electronics,0,0
251,1,5.040929,creditcard,0,food,1,0
74,1,4.52458,creditcard,73.38680556,shopping,0,0
2000,1,4.921318,creditcard,468.4270833,electronics,0,0
926,1,4.921318,creditcard,894.0486111,food,1,0
166,10,5.034622,creditcard,165.2215278,shopping,0,0
2000,2,4.52458,creditcard,0.000694444,electronics,0,0
2000,1,5.017904,creditcard,942.3243056,food,0,0
801,1,5.034622,creditcard,0,shopping,1,0
23,1,4.836982,creditcard,0,electronics,0,0
9,1,4.057414,creditcard,0,food,1,0
114,1,4.52458,creditcard,0,shopping,1,0
1369,1,5.034622,creditcard,0,electronics,1,0
2000,1,4.505662,creditcard,265.04375,food,1,0
899,1,5.034622,creditcard,552.1534722,shopping,0,0
21,1,4.876771,creditcard,0,electronics,1,0
39,1,4.876771,creditcard,0,food,1,0
1157,1,4.742303,creditcard,91.77708333,shopping,0,0
5,1,4.895263,creditcard,0,electronics,0,0
2000,1,3.575983,creditcard,590.3215278,food,1,0
2000,1,4.965339,creditcard,87.05347222,shopping,1,0
272,1,4.748314,creditcard,0,electronics,0,0
20,2,4.921318,creditcard,3.109722222,food,1,0
1328,1,4.886641,creditcard,0.000694444,shopping,1,0
17,1,4.965339,creditcard,16.08125,electronics,1,0
10,1,4.921318,creditcard,0,food,1,0
1733,1,4.895263,paypal,0,shopping,0,0
1848,1,5.040929,paypal,0.003472222,electronics,0,0
1825,1,4.742303,paypal,0.002083333,food,1,0
2000,1,4.886641,creditcard,0,shopping,0,0
139,1,3.575983,creditcard,0,electronics,1,0
271,1,4.962055,creditcard,0.025,food,0,0
51,1,4.965339,creditcard,0,shopping,1,0
138,1,4.52458,creditcard,137.5715278,electronics,1,0
1844,1,4.965339,creditcard,562.9826389,food,1,0
5,1,4.748314,paypal,0.004861111,shopping,1,0
558,1,4.921318,creditcard,58.35555556,electronics,0,0
60,1,5.017904,storecredit,0.0125,food,0,0
2000,1,4.461622,creditcard,0.026388889,shopping,0,0
2000,1,4.876771,storecredit,375.8069444,electronics,1,0
2,1,4.921349,creditcard,0,food,1,0
9,1,4.505662,creditcard,0,shopping,1,0
21,1,4.52458,creditcard,0,electronics,1,0
2000,1,5.017904,creditcard,0.003472222,food,0,0
4,1,5.017904,creditcard,3.002777778,shopping,0,0
1183,5,4.52458,creditcard,69.39861111,electronics,1,0
9,1,4.52458,creditcard,8.703472222,food,1,0
850,1,4.876771,creditcard,0,shopping,1,0
1686,1,4.921318,creditcard,30.99375,electronics,1,0
25,1,5.034622,creditcard,0.000694444,food,1,0
2000,1,4.742303,creditcard,1999.580556,electronics,0,0
882,1,4.748314,paypal,0,food,1,0
559,1,4.505662,storecredit,0.977777778,shopping,0,0
1876,1,4.745402,paypal,0.1,electronics,0,0
102,1,5.040929,creditcard,58.74513889,food,1,0
128,1,4.742303,paypal,0,shopping,1,0
241,1,5.017904,creditcard,0,electronics,1,0
1711,1,4.748314,paypal,571.6798611,food,0,0
59,1,5.017904,creditcard,0,shopping,1,0
13,1,4.921318,creditcard,0.003472222,electronics,0,0
2000,1,4.505662,creditcard,846.525,food,0,0
7,1,4.962055,creditcard,0,shopping,0,0
1498,1,4.057414,creditcard,1113.815972,electronics,0,0
880,1,4.505662,creditcard,337.3048611,food,0,0
2000,1,4.921318,paypal,0,shopping,1,0
109,1,4.52458,creditcard,108.2513889,electronics,1,0
49,1,4.748314,creditcard,48.01944444,food,1,0
126,1,5.040929,creditcard,0,shopping,1,0
182,1,4.965339,creditcard,0,electronics,0,0
6,1,4.748314,creditcard,0,food,1,0
11,1,4.962055,creditcard,10.75,shopping,0,0
3,1,4.505662,paypal,0,electronics,1,0
9,1,4.921349,creditcard,0,food,0,0
11,1,4.962055,paypal,10.92013889,shopping,1,0
2,2,4.921318,paypal,0,electronics,1,0
2000,1,5.017904,creditcard,0,food,1,0
572,1,5.034622,creditcard,571.8819444,shopping,1,0
2000,1,4.836982,creditcard,0,electronics,0,0
2000,1,4.836982,creditcard,1627.666667,food,0,0
37,1,4.921318,creditcard,0,shopping,0,0
148,1,4.057414,creditcard,0,electronics,1,0
1238,1,4.505662,creditcard,0,food,1,0
535,1,4.921349,creditcard,534.2895833,shopping,1,0
66,1,4.52458,creditcard,0.000694444,electronics,0,0
152,1,4.886641,creditcard,0,food,1,0
9,1,4.745402,creditcard,8.882638889,shopping,1,0
1728,1,4.962055,creditcard,0.632638889,electronics,1,0
978,1,4.748314,creditcard,0,food,0,0
74,1,4.836982,creditcard,0,shopping,0,0
88,1,4.921349,creditcard,87.73333333,electronics,1,0
775,1,4.876771,creditcard,0,food,1,0
996,1,4.921349,creditcard,0,shopping,0,0
1539,1,4.921318,creditcard,0.005555556,electronics,0,0
2000,1,4.895263,paypal,0,food,1,0
1873,1,5.017904,creditcard,0.003472222,shopping,1,0
998,1,4.876771,creditcard,0,electronics,1,0
43,1,5.017904,creditcard,0,food,0,0
765,1,4.057414,creditcard,0,shopping,1,0
2000,1,4.745402,creditcard,0.595138889,electronics,1,0
7,1,4.742303,creditcard,0,food,0,0
2000,1,4.745402,creditcard,937.5659722,shopping,1,0
995,1,4.505662,paypal,470.2229167,electronics,1,0
1335,2,5.034622,paypal,540.7708333,food,0,0
2000,1,4.876771,creditcard,0,shopping,0,0
1734,1,4.921349,creditcard,708.1048611,electronics,0,0
2000,1,4.921318,creditcard,0,food,1,0
43,1,4.965339,creditcard,0,shopping,1,0
1706,1,5.040929,creditcard,0,electronics,1,0
3,1,5.040929,creditcard,0.027083333,food,0,0
42,1,4.505662,creditcard,0,shopping,1,0
2000,1,4.748314,creditcard,0.01875,electronics,0,0
1124,1,4.886641,creditcard,0,food,1,0
2000,1,4.921349,creditcard,0,electronics,1,0
2000,1,4.921349,creditcard,0.870833333,food,0,0
1939,1,3.575983,creditcard,0.252083333,shopping,0,0
2000,2,4.921349,storecredit,0.001388889,electronics,1,0
13,2,4.836982,paypal,0,food,1,0
613,2,4.886641,storecredit,0,shopping,1,0
95,1,4.748314,paypal,19.16805556,electronics,0,0
183,1,4.745402,creditcard,0,food,1,0
1606,1,4.52458,creditcard,0.000694444,shopping,1,0
3,1,4.962055,creditcard,0.000694444,electronics,1,0
4,1,4.962055,creditcard,0,food,0,0
71,1,4.921349,creditcard,70.23194444,shopping,0,0
2000,1,4.745402,creditcard,851.9055556,electronics,1,0
738,1,5.034622,paypal,271.36875,food,1,0
85,1,5.017904,creditcard,0,shopping,0,0
1722,1,4.895263,creditcard,0.014583333,electronics,1,0
891,1,4.921349,creditcard,0,food,1,0
1517,1,4.921349,creditcard,0,shopping,0,0
1035,1,4.921318,creditcard,332.3173611,electronics,1,0
2000,1,5.034622,creditcard,673.9076389,food,1,0
1347,1,4.921318,creditcard,323.2305556,shopping,1,0
404,5,4.52458,creditcard,92.30347222,electronics,1,0
137,2,4.921318,creditcard,0,food,0,0
2000,1,4.836982,creditcard,0,shopping,0,0
126,1,5.034622,paypal,125.0881944,electronics,0,0
1380,1,4.921318,creditcard,623.7916667,food,1,0
29,1,4.057414,paypal,0,shopping,1,0
2,1,3.954522,creditcard,0.314583333,electronics,0,0
185,1,4.921349,creditcard,0,food,0,0
285,1,3.954522,creditcard,0,shopping,1,0
178,1,4.962055,creditcard,0,electronics,1,0
54,1,4.962055,creditcard,0,food,1,0
5,1,4.52458,creditcard,0,electronics,0,0
2000,1,5.017904,creditcard,0,food,0,0
126,1,4.836982,creditcard,0.011111111,shopping,1,0
548,1,4.057414,creditcard,9.404861111,electronics,0,0
2000,1,4.742303,paypal,0,food,1,0
94,1,5.034622,storecredit,0.366666667,shopping,1,0
2000,1,5.017904,creditcard,1872.002083,electronics,1,0
816,1,4.505662,creditcard,477.9958333,food,0,0
23,1,4.962055,creditcard,21.99236111,shopping,0,0
477,1,4.886641,creditcard,107.7201389,electronics,1,0
1800,1,4.748314,creditcard,1.534027778,food,1,0
1,1,4.965339,creditcard,0,shopping,,1
1752,1,4.921318,creditcard,0.01875,electronics,0,0
2,1,5.040929,creditcard,0,food,1,0
1660,1,4.921349,creditcard,0.000694444,shopping,1,0
1340,1,3.483951,creditcard,795.2708333,electronics,1,0
26,1,4.836982,paypal,0,food,0,0
612,1,4.965339,paypal,584.1041667,shopping,1,0
1068,1,4.886641,creditcard,0,shopping,1,0
26,1,4.836982,creditcard,0,electronics,1,0
483,1,4.836982,paypal,0.002083333,food,1,0
2000,1,4.52458,creditcard,0.014583333,shopping,1,0
2000,1,4.748314,paypal,0.003472222,electronics,1,0
32,1,4.962055,creditcard,0.016666667,food,0,0
4,1,4.52458,paypal,0,shopping,0,0
1214,1,5.017904,paypal,1.034027778,electronics,1,0
197,1,4.745402,paypal,0,food,0,0
157,1,4.461622,paypal,156.8208333,shopping,0,0
17,1,3.483951,creditcard,0,electronics,0,0
2000,1,4.921349,creditcard,234.6805556,food,0,0
1227,1,4.921318,creditcard,0,shopping,1,0
2,1,4.921318,creditcard,1.710416667,electronics,1,0
271,1,4.965339,paypal,0,food,0,0
433,1,4.965339,creditcard,430.9256944,shopping,0,0
204,1,4.745402,creditcard,0,electronics,1,0
1235,1,2.94894,creditcard,402.7236111,food,1,0
2000,1,4.921318,paypal,348.2159722,shopping,0,0
1002,1,4.52458,storecredit,0,electronics,1,0
64,1,4.886641,creditcard,61.98402778,food,1,0
1976,1,4.921318,creditcard,23.075,shopping,0,0
2000,1,4.876771,creditcard,0,electronics,0,0
103,1,5.040929,creditcard,0,food,0,0
2000,1,4.836982,creditcard,386.0770833,shopping,0,0
88,2,4.52458,creditcard,87.82916667,electronics,1,0
917,1,4.748314,creditcard,0.561805556,food,0,0
194,1,4.895263,creditcard,193.0965278,shopping,1,0
1150,1,4.742303,storecredit,181.4381944,electronics,0,0
1872,1,4.505662,paypal,0,food,0,0
2000,1,4.836982,creditcard,358.1340278,shopping,0,0
2000,1,4.836982,paypal,0.005555556,electronics,0,0
368,1,4.962055,storecredit,0,food,0,0
2,1,4.505662,creditcard,0,shopping,1,0
1249,1,4.895263,creditcard,1.768055556,electronics,0,0
972,1,4.742303,paypal,0,food,0,0
586,1,4.965339,creditcard,69.27708333,shopping,1,0
286,2,5.034622,paypal,0,electronics,0,0
676,1,5.017904,creditcard,0,food,0,0
642,1,4.921349,creditcard,0.128472222,shopping,1,0
2000,1,5.034622,creditcard,566.5340278,electronics,1,0
1991,1,4.742303,paypal,0.001388889,food,0,0
1091,1,4.921318,creditcard,0,shopping,0,0
1317,1,4.962055,creditcard,345.3541667,electronics,1,0
317,1,4.505662,creditcard,0,food,0,0
30,1,4.921349,creditcard,0,shopping,0,0
74,1,4.962055,paypal,72.85763889,electronics,1,0
58,1,4.745402,creditcard,0.000694444,food,1,0
1239,1,4.057414,creditcard,276.0534722,shopping,0,0
65,1,4.745402,creditcard,64.09861111,electronics,0,0
139,1,5.034622,paypal,0.03125,food,0,0
21,1,5.017904,creditcard,0,electronics,0,0
153,1,4.965339,storecredit,0,food,1,0
1196,1,4.921349,creditcard,0.005555556,shopping,0,0
136,1,4.745402,creditcard,0,electronics,1,0
283,1,4.836982,creditcard,0,food,1,0
2000,1,4.886641,paypal,0,shopping,1,0
843,1,4.876771,creditcard,0.002777778,electronics,0,0
812,1,4.921349,creditcard,789.9263889,food,0,0
305,1,4.057414,paypal,0.000694444,electronics,0,0
2000,1,4.505662,paypal,0.005555556,food,1,0
972,1,4.965339,creditcard,940.4145833,shopping,0,0
101,1,4.52458,creditcard,100.1354167,electronics,1,0
65,1,4.52458,paypal,0.227777778,food,1,0
5,2,5.017904,paypal,4.040972222,shopping,0,0
2000,1,4.057414,creditcard,5.311805556,electronics,1,0
49,3,4.921349,creditcard,48.96458333,food,1,0
1281,1,4.876771,creditcard,400.9180556,shopping,1,0
2,1,4.745402,creditcard,0.000694444,electronics,0,0
1844,1,4.921318,storecredit,1149.189583,food,0,0
2,1,5.017904,creditcard,0,shopping,1,0
50,1,4.745402,creditcard,0,electronics,1,0
133,1,4.505662,storecredit,0,food,1,0
13,1,4.962055,paypal,0,shopping,0,0
1221,1,4.895263,creditcard,0,electronics,0,0
780,1,4.895263,paypal,0,food,1,0
12,1,5.040929,paypal,0,shopping,1,0
192,1,4.965339,paypal,0,electronics,0,0
1404,1,4.461622,creditcard,0,food,1,0
2000,1,5.017904,creditcard,0,shopping,1,0
655,1,5.034622,paypal,0,electronics,0,0
2000,1,5.017904,creditcard,962.31875,food,1,0
7,1,4.745402,paypal,0,shopping,0,0
2000,1,4.895263,creditcard,0.001388889,electronics,0,0
4,1,4.52458,creditcard,0,food,0,0
64,1,4.057414,creditcard,0.000694444,shopping,1,0
2000,1,4.921349,creditcard,0.002083333,electronics,0,0
2000,1,5.040929,creditcard,0.022222222,food,0,0
14,1,4.745402,creditcard,13.01458333,shopping,0,0
1289,1,5.034622,creditcard,1288.029167,electronics,0,0
3,1,4.057414,creditcard,2.157638889,food,0,0
523,1,4.52458,paypal,0.000694444,shopping,0,0
16,1,4.921349,creditcard,0.009027778,electronics,0,0
146,1,4.886641,paypal,24.99166667,food,1,0
90,1,4.895263,creditcard,0,shopping,1,0
2000,1,4.895263,creditcard,617.4152778,electronics,1,0
407,1,4.886641,creditcard,0.009722222,shopping,0,0
5,1,4.52458,paypal,4.885416667,electronics,1,0
2000,1,4.895263,creditcard,0,food,0,0
1702,1,3.483951,paypal,0.001388889,shopping,1,0
47,1,4.461622,paypal,0,electronics,1,0
219,1,4.52458,paypal,0,food,0,0
1332,1,4.461622,creditcard,445.7458333,electronics,1,0
22,1,4.921318,creditcard,21,food,1,0
165,1,4.876771,creditcard,0,shopping,1,0
1640,1,4.921318,creditcard,140.9479167,electronics,1,0
6,1,4.505662,creditcard,0,food,1,0
2000,1,4.962055,creditcard,124.7263889,shopping,1,0
258,1,4.921318,creditcard,0,electronics,0,0
880,1,4.745402,creditcard,46.66041667,food,1,0
1,1,4.886641,creditcard,0,shopping,,1
893,1,4.461622,creditcard,0,electronics,0,0
808,1,5.040929,creditcard,0,food,0,0
228,1,4.962055,creditcard,227.8916667,shopping,1,0
2000,1,4.921349,creditcard,0,electronics,0,0
111,1,4.745402,paypal,0,food,0,0
1340,1,5.034622,creditcard,0.000694444,shopping,0,0
1715,1,5.040929,paypal,918.9388889,electronics,0,0
61,1,5.040929,creditcard,0,food,0,0
1770,1,4.52458,creditcard,0.04375,shopping,1,0
572,1,4.461622,creditcard,0.000694444,electronics,0,0
69,1,3.483951,creditcard,0.977083333,food,1,0
279,1,4.965339,creditcard,0.278472222,shopping,1,0
557,1,4.505662,creditcard,0.186111111,electronics,0,0
631,1,5.017904,creditcard,0,food,0,0
18,1,5.034622,creditcard,17.075,shopping,1,0
218,1,4.505662,creditcard,0,electronics,0,0
1458,1,4.962055,paypal,0,food,1,0
2000,1,4.876771,storecredit,361.9701389,shopping,0,0
555,1,2.94894,creditcard,0.180555556,electronics,1,0
56,1,4.836982,storecredit,0.001388889,food,1,0
2000,1,3.954522,creditcard,974,shopping,0,0
1065,1,5.017904,creditcard,0.06875,electronics,1,0
2000,1,5.040929,creditcard,325.1284722,food,0,0
